Prediction	Label
0.000000	0.000000
1.000000	1.000000
0.000001	0.000000
0.000024	0.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.000053	0.000000
0.000000	0.000000
0.000431	0.000000
0.000318	0.000000
0.020709	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.999999	1.000000
0.999965	1.000000
0.000021	1.000000
0.000001	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	0.000000
0.000000	0.000000
0.999996	1.000000
0.000000	0.000000
0.001005	1.000000
0.000007	0.000000
0.000309	0.000000
1.000000	1.000000
0.000008	0.000000
0.000000	0.000000
0.999951	0.000000
1.000000	1.000000
0.000053	1.000000
0.871701	1.000000
0.000012	0.000000
0.999998	1.000000
0.000001	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.999735	1.000000
0.000018	0.000000
0.000064	0.000000
0.000019	0.000000
0.000018	1.000000
0.458461	1.000000
0.999959	1.000000
0.195590	0.000000
0.000000	0.000000
0.000000	0.000000
0.999995	1.000000
0.000000	0.000000
0.000182	0.000000
0.517924	1.000000
0.000000	0.000000
0.995683	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000026	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.067151	0.000000
0.998156	1.000000
0.000000	0.000000
0.994112	1.000000
0.999997	1.000000
0.999985	1.000000
0.000000	0.000000
0.991849	1.000000
0.000000	0.000000
0.023349	0.000000
0.948541	0.000000
1.000000	1.000000
0.995043	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.002578	0.000000
1.000000	1.000000
0.825950	1.000000
0.003175	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.999860	1.000000
0.999173	1.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.987791	0.000000
0.000000	0.000000
0.000000	0.000000
0.000001	0.000000
0.000000	0.000000
0.999984	0.000000
0.000001	0.000000
0.639086	1.000000
0.000000	0.000000
0.999319	0.000000
0.001112	0.000000
1.000000	1.000000
0.342438	1.000000
0.063231	1.000000
1.000000	1.000000
1.000000	1.000000
0.999986	0.000000
0.999999	1.000000
0.000000	0.000000
0.000001	0.000000
0.000524	0.000000
0.947385	1.000000
0.022005	0.000000
0.008546	0.000000
0.028759	1.000000
0.000008	0.000000
0.000051	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000029	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	1.000000
0.000000	0.000000
0.001901	0.000000
0.996394	1.000000
0.000000	0.000000
1.000000	1.000000
0.030675	1.000000
0.716633	0.000000
0.000000	0.000000
0.630643	0.000000
0.240451	1.000000
0.992863	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.026603	1.000000
0.997469	1.000000
0.000001	0.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.720883	1.000000
0.000000	0.000000
0.849592	1.000000
0.323649	0.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.983267	1.000000
1.000000	1.000000
0.999986	1.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.000095	0.000000
0.901227	1.000000
0.000381	1.000000
0.000001	0.000000
0.226087	1.000000
1.000000	1.000000
0.000001	0.000000
0.010356	1.000000
0.999860	1.000000
0.985284	1.000000
0.118698	1.000000
0.000000	0.000000
0.689433	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.419387	0.000000
0.999938	1.000000
1.000000	1.000000
0.582511	1.000000
0.000010	0.000000
0.000001	1.000000
0.000000	0.000000
0.999984	1.000000
0.986430	0.000000
0.841258	1.000000
0.451074	1.000000
0.000000	0.000000
0.000563	0.000000
0.999996	0.000000
0.000035	0.000000
0.000003	0.000000
0.000002	0.000000
0.001744	0.000000
0.000000	0.000000
0.999999	1.000000
1.000000	1.000000
0.995497	0.000000
0.002653	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.009793	0.000000
0.012735	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.999994	1.000000
0.000000	0.000000
0.000000	0.000000
0.992673	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.999987	0.000000
0.000000	0.000000
0.000000	0.000000
0.999998	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000006	0.000000
0.998831	1.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.000002	0.000000
0.000008	0.000000
0.984033	1.000000
0.999561	1.000000
0.000006	1.000000
1.000000	1.000000
0.030751	0.000000
0.000018	1.000000
0.999548	1.000000
0.999990	1.000000
0.000004	0.000000
1.000000	1.000000
0.000000	0.000000
0.000164	0.000000
0.000000	0.000000
0.999999	1.000000
1.000000	1.000000
0.000000	0.000000
0.000003	1.000000
0.999144	1.000000
0.000000	1.000000
0.000000	0.000000
0.999974	0.000000
0.184512	0.000000
0.000000	1.000000
0.000000	0.000000
0.000036	1.000000
0.000000	0.000000
0.999924	0.000000
0.000005	0.000000
0.000064	0.000000
0.999417	0.000000
1.000000	1.000000
0.250662	1.000000
0.999998	1.000000
0.000000	0.000000
0.000000	0.000000
0.000001	0.000000
0.957962	0.000000
0.774562	1.000000
1.000000	1.000000
0.071237	1.000000
0.000000	0.000000
0.000000	0.000000
0.985699	1.000000
0.004162	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.999896	1.000000
0.192072	1.000000
0.208470	1.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.204181	0.000000
0.000268	0.000000
0.009922	1.000000
0.998833	1.000000
0.000000	0.000000
0.001317	0.000000
1.000000	1.000000
0.000000	0.000000
0.000046	1.000000
0.000001	0.000000
0.000309	0.000000
0.015501	1.000000
0.941166	1.000000
0.015120	0.000000
0.000390	0.000000
0.999707	1.000000
0.000000	0.000000
0.020785	1.000000
0.869143	0.000000
0.996793	0.000000
0.999992	1.000000
0.118860	1.000000
0.000000	0.000000
0.000015	0.000000
0.978076	1.000000
0.000443	0.000000
0.999999	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.998109	1.000000
0.999999	0.000000
0.000000	0.000000
0.998015	1.000000
0.897372	0.000000
0.000000	1.000000
0.971276	1.000000
0.011552	1.000000
0.921883	0.000000
1.000000	1.000000
0.000000	0.000000
0.999935	1.000000
0.000000	0.000000
0.999971	1.000000
0.000006	0.000000
0.000001	1.000000
0.000000	0.000000
0.000000	0.000000
0.000595	0.000000
0.000000	0.000000
1.000000	1.000000
0.994662	1.000000
0.000478	0.000000
0.000000	0.000000
0.000025	0.000000
0.000001	0.000000
0.998685	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.993971	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.990005	1.000000
1.000000	1.000000
0.001842	1.000000
0.000097	0.000000
1.000000	1.000000
0.486392	0.000000
1.000000	1.000000
0.000000	0.000000
0.000008	0.000000
1.000000	1.000000
0.977927	0.000000
0.923387	1.000000
0.997289	1.000000
0.999865	1.000000
0.973617	1.000000
0.999999	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.596279	1.000000
0.000000	0.000000
0.999651	1.000000
0.564436	1.000000
0.000000	0.000000
0.999934	0.000000
0.000000	0.000000
0.000000	0.000000
0.000005	0.000000
0.000442	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000001	0.000000
0.999998	0.000000
1.000000	1.000000
0.380233	0.000000
0.004887	0.000000
0.000245	0.000000
0.998863	1.000000
0.000000	0.000000
0.999984	1.000000
0.957657	1.000000
0.608806	1.000000
0.000109	0.000000
0.000000	0.000000
0.997372	1.000000
0.006279	1.000000
0.971241	1.000000
0.000000	1.000000
1.000000	1.000000
0.883486	0.000000
0.000000	0.000000
0.000000	0.000000
0.000008	1.000000
1.000000	1.000000
0.000005	0.000000
0.000000	0.000000
1.000000	1.000000
1.000000	1.000000
0.013271	0.000000
1.000000	1.000000
0.000418	1.000000
0.460849	0.000000
0.000000	0.000000
0.000000	0.000000
0.000471	0.000000
0.002069	1.000000
0.032597	0.000000
1.000000	1.000000
0.000061	1.000000
1.000000	1.000000
0.963600	0.000000
0.999806	1.000000
0.190681	1.000000
1.000000	1.000000
0.026362	1.000000
0.999934	0.000000
0.999992	1.000000
0.003179	1.000000
0.999986	1.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.999994	1.000000
0.000663	1.000000
1.000000	1.000000
0.000001	0.000000
1.000000	1.000000
0.039206	1.000000
0.999927	1.000000
0.000000	0.000000
0.999760	0.000000
0.000737	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000533	0.000000
0.000003	0.000000
0.964659	1.000000
1.000000	1.000000
0.999858	1.000000
0.000005	0.000000
0.260491	1.000000
0.000000	0.000000
0.999990	1.000000
0.000002	0.000000
0.000074	0.000000
0.999685	1.000000
0.167940	1.000000
0.000000	0.000000
0.000120	0.000000
0.997092	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.023319	1.000000
0.004944	0.000000
0.000000	0.000000
0.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.979650	1.000000
1.000000	1.000000
0.999487	1.000000
0.000000	0.000000
1.000000	1.000000
0.998841	1.000000
0.998492	1.000000
0.999914	1.000000
0.012337	0.000000
0.999322	1.000000
1.000000	1.000000
0.000000	0.000000
0.135460	1.000000
0.000000	0.000000
0.999051	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	1.000000
0.001007	0.000000
1.000000	1.000000
0.805332	1.000000
0.000004	0.000000
0.037922	0.000000
1.000000	1.000000
0.000000	0.000000
0.004329	0.000000
0.999985	1.000000
0.999100	1.000000
0.000000	0.000000
0.000000	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000076	1.000000
0.000000	0.000000
0.000038	0.000000
0.006081	0.000000
0.001359	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.072805	0.000000
0.561799	1.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.930723	0.000000
0.999865	1.000000
0.000000	0.000000
0.000004	0.000000
1.000000	1.000000
0.999875	1.000000
0.324480	0.000000
0.344863	1.000000
0.999998	1.000000
0.000346	1.000000
0.000000	0.000000
0.000229	1.000000
0.999015	1.000000
0.007333	0.000000
0.003787	0.000000
0.000000	0.000000
0.994342	1.000000
0.999109	0.000000
0.016530	0.000000
0.001586	1.000000
0.000000	0.000000
0.000000	0.000000
0.999064	1.000000
0.999864	0.000000
0.021676	0.000000
1.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.000004	1.000000
0.000000	0.000000
0.000004	0.000000
0.000000	0.000000
0.999158	1.000000
1.000000	1.000000
0.999646	1.000000
0.257866	1.000000
0.152172	0.000000
0.000000	0.000000
0.999963	1.000000
0.001735	0.000000
0.999996	1.000000
0.700834	1.000000
0.999999	1.000000
1.000000	1.000000
0.000000	0.000000
0.999977	1.000000
1.000000	1.000000
0.972268	1.000000
0.030987	0.000000
0.011832	0.000000
0.986353	1.000000
0.000000	0.000000
0.000000	0.000000
0.000005	0.000000
0.000000	0.000000
1.000000	1.000000
0.999969	1.000000
1.000000	1.000000
0.788448	1.000000
0.000001	0.000000
1.000000	1.000000
0.008886	0.000000
0.999997	0.000000
1.000000	1.000000
0.000000	0.000000
0.999981	1.000000
0.000000	0.000000
0.000271	0.000000
0.000000	0.000000
1.000000	1.000000
0.000014	1.000000
0.562371	1.000000
0.999991	1.000000
0.000000	0.000000
0.999953	0.000000
0.888328	1.000000
0.999918	1.000000
0.000125	1.000000
0.990325	1.000000
1.000000	1.000000
0.000144	0.000000
0.269278	1.000000
0.037590	1.000000
0.000074	0.000000
0.002754	0.000000
1.000000	1.000000
0.992674	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.988634	1.000000
0.000002	0.000000
0.010007	0.000000
0.000001	0.000000
0.015377	1.000000
0.999999	1.000000
0.000040	0.000000
0.000000	0.000000
0.000006	0.000000
0.000000	0.000000
0.828077	0.000000
0.001538	1.000000
1.000000	1.000000
0.000000	0.000000
0.022088	1.000000
0.000791	1.000000
0.000133	0.000000
0.826461	1.000000
1.000000	1.000000
0.000116	0.000000
0.000101	1.000000
0.999999	1.000000
0.000032	0.000000
0.000000	0.000000
0.000001	1.000000
0.000650	0.000000
0.999752	1.000000
0.042303	1.000000
0.001075	0.000000
0.107653	0.000000
0.000549	0.000000
0.000000	0.000000
0.000000	0.000000
0.000010	1.000000
0.000000	1.000000
1.000000	1.000000
1.000000	1.000000
0.016459	0.000000
0.000000	0.000000
1.000000	1.000000
0.368295	1.000000
0.000000	0.000000
0.000002	0.000000
1.000000	1.000000
0.997909	1.000000
0.000000	0.000000
0.794500	1.000000
1.000000	1.000000
1.000000	1.000000
0.999986	1.000000
0.861831	1.000000
0.000003	1.000000
1.000000	1.000000
0.999988	1.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.504569	0.000000
0.619729	0.000000
0.005340	0.000000
1.000000	1.000000
0.000062	0.000000
1.000000	1.000000
1.000000	1.000000
0.000000	0.000000
0.000002	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.999993	0.000000
0.123225	0.000000
0.998704	1.000000
1.000000	1.000000
0.056879	1.000000
0.999959	0.000000
0.829349	1.000000
0.000721	0.000000
0.998248	0.000000
0.946358	1.000000
0.000000	0.000000
0.999681	1.000000
0.000027	0.000000
0.000000	0.000000
0.000000	1.000000
1.000000	1.000000
0.937928	1.000000
0.000370	0.000000
0.999996	1.000000
0.995045	1.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.001240	0.000000
1.000000	1.000000
0.999997	1.000000
0.000000	0.000000
0.000001	1.000000
1.000000	1.000000
0.000000	0.000000
0.000043	0.000000
0.000019	0.000000
0.000000	0.000000
0.000000	0.000000
0.984969	0.000000
0.000000	0.000000
0.999823	1.000000
0.999946	1.000000
0.999991	1.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.020800	1.000000
0.000036	1.000000
0.000000	0.000000
1.000000	1.000000
0.027434	0.000000
0.000594	1.000000
1.000000	0.000000
0.000000	0.000000
0.208978	0.000000
0.000000	1.000000
0.982459	0.000000
0.185131	1.000000
1.000000	1.000000
1.000000	1.000000
0.494700	1.000000
0.049126	0.000000
0.998764	0.000000
0.000015	0.000000
1.000000	1.000000
0.032610	1.000000
0.999418	1.000000
0.009037	0.000000
0.000000	0.000000
0.092585	0.000000
0.900685	1.000000
0.000005	0.000000
0.999924	1.000000
0.000000	0.000000
0.000000	0.000000
0.817997	1.000000
1.000000	1.000000
0.998556	1.000000
0.000943	0.000000
0.000000	0.000000
0.000000	0.000000
0.999999	1.000000
0.278195	0.000000
0.000001	0.000000
0.000000	0.000000
0.799134	0.000000
0.000000	0.000000
1.000000	1.000000
0.005157	0.000000
1.000000	1.000000
0.024340	0.000000
0.999997	1.000000
0.978906	0.000000
0.999936	1.000000
0.041288	0.000000
0.002425	0.000000
0.000000	0.000000
0.999995	1.000000
1.000000	1.000000
0.527858	0.000000
0.999999	1.000000
1.000000	1.000000
1.000000	1.000000
0.005444	0.000000
1.000000	1.000000
0.999870	1.000000
1.000000	1.000000
0.047469	1.000000
0.000020	0.000000
0.999460	1.000000
0.000000	0.000000
1.000000	1.000000
0.999995	1.000000
1.000000	1.000000
0.000032	1.000000
0.000083	0.000000
0.000000	0.000000
1.000000	1.000000
1.000000	1.000000
0.000508	0.000000
0.000000	0.000000
0.000002	0.000000
0.992852	1.000000
0.027841	0.000000
0.998967	1.000000
0.000000	0.000000
0.000049	0.000000
0.000000	0.000000
0.718113	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.385556	1.000000
0.000000	0.000000
0.999998	1.000000
0.999984	1.000000
0.000205	0.000000
0.998095	1.000000
0.000000	0.000000
0.000000	0.000000
0.999992	1.000000
0.000011	0.000000
0.085813	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.995830	1.000000
1.000000	1.000000
0.000000	0.000000
0.929986	1.000000
0.000000	0.000000
0.879680	0.000000
0.995436	1.000000
1.000000	1.000000
1.000000	1.000000
0.999998	1.000000
0.032941	0.000000
1.000000	1.000000
0.999992	1.000000
0.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.999943	0.000000
1.000000	1.000000
0.995322	1.000000
1.000000	1.000000
0.136601	0.000000
1.000000	0.000000
0.000080	0.000000
0.000006	0.000000
1.000000	1.000000
0.000515	0.000000
0.999169	1.000000
0.000000	0.000000
0.000000	0.000000
0.592895	1.000000
0.958442	1.000000
1.000000	1.000000
0.999999	1.000000
0.000001	0.000000
1.000000	1.000000
0.999163	0.000000
0.137606	0.000000
0.004495	1.000000
0.000000	0.000000
0.000012	0.000000
0.111562	0.000000
0.992478	0.000000
0.111051	1.000000
0.999986	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.002967	0.000000
0.000000	0.000000
0.003741	0.000000
0.998756	1.000000
0.000374	0.000000
0.000819	0.000000
0.940485	1.000000
0.000000	0.000000
0.999341	1.000000
0.000000	0.000000
0.878537	0.000000
0.006745	1.000000
0.032601	0.000000
0.000000	1.000000
0.111273	1.000000
0.029101	1.000000
0.000000	0.000000
0.000002	0.000000
0.000000	0.000000
0.001082	1.000000
0.000000	0.000000
0.000079	1.000000
0.000000	0.000000
0.000005	0.000000
0.872423	0.000000
0.971438	1.000000
0.999999	1.000000
0.899172	1.000000
0.000000	0.000000
0.000003	0.000000
0.000000	0.000000
0.953623	0.000000
1.000000	0.000000
0.000001	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.999852	1.000000
0.999961	1.000000
0.008650	0.000000
1.000000	1.000000
0.998811	1.000000
0.000111	0.000000
0.000000	0.000000
0.000003	0.000000
0.999999	1.000000
0.999996	0.000000
0.000000	0.000000
0.999727	1.000000
0.000051	1.000000
1.000000	0.000000
0.000000	0.000000
0.001460	1.000000
0.000000	0.000000
0.000001	0.000000
0.000000	0.000000
0.002571	0.000000
0.000000	0.000000
0.999982	1.000000
0.011733	1.000000
0.000000	0.000000
0.001124	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.360978	0.000000
0.002143	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.000218	0.000000
0.974208	1.000000
0.340479	1.000000
1.000000	1.000000
0.000004	1.000000
0.000352	0.000000
0.999982	1.000000
0.624485	1.000000
0.999116	1.000000
0.760795	1.000000
0.000000	0.000000
0.999733	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000001	0.000000
0.603677	1.000000
1.000000	1.000000
0.000000	0.000000
0.999994	1.000000
0.000000	0.000000
0.000000	0.000000
0.056533	1.000000
0.182412	0.000000
0.037529	0.000000
0.000023	0.000000
0.999998	1.000000
0.000003	1.000000
0.000001	0.000000
0.000000	0.000000
0.000013	0.000000
0.999999	1.000000
0.990231	1.000000
0.683042	1.000000
0.000012	0.000000
1.000000	1.000000
0.000000	0.000000
0.000046	0.000000
1.000000	1.000000
0.000021	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000010	0.000000
0.001450	1.000000
0.999990	1.000000
0.468307	1.000000
0.000000	0.000000
0.884887	1.000000
0.999977	1.000000
1.000000	1.000000
1.000000	1.000000
0.533180	1.000000
0.000004	0.000000
0.999999	1.000000
0.000341	0.000000
0.000000	0.000000
0.997644	1.000000
0.999875	1.000000
0.000000	0.000000
0.005165	1.000000
1.000000	1.000000
0.877772	1.000000
0.640821	0.000000
0.000000	0.000000
0.001512	0.000000
0.377179	1.000000
0.000000	0.000000
0.000000	0.000000
0.004002	0.000000
0.000000	0.000000
1.000000	1.000000
0.000225	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.998825	1.000000
0.000034	0.000000
0.013013	0.000000
0.000000	0.000000
0.000002	0.000000
0.039038	1.000000
1.000000	1.000000
0.000002	0.000000
0.000000	0.000000
0.819658	1.000000
0.999964	1.000000
0.000000	0.000000
0.958297	0.000000
1.000000	1.000000
0.000007	0.000000
0.000126	1.000000
0.999991	1.000000
0.000058	0.000000
0.334767	1.000000
0.000000	0.000000
1.000000	1.000000
0.000045	0.000000
0.000650	0.000000
0.000000	0.000000
1.000000	0.000000
0.013856	1.000000
0.000000	0.000000
0.000000	0.000000
0.091097	0.000000
0.000638	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.452219	1.000000
0.000000	1.000000
0.779275	1.000000
0.000012	0.000000
0.378384	0.000000
0.008367	0.000000
0.942841	1.000000
0.000176	1.000000
0.000000	0.000000
0.000000	0.000000
0.999957	1.000000
0.000000	0.000000
1.000000	1.000000
0.999999	1.000000
1.000000	1.000000
0.000000	0.000000
1.000000	0.000000
0.000000	0.000000
0.993571	0.000000
0.995416	1.000000
0.000000	0.000000
0.203446	0.000000
0.000003	0.000000
0.000000	0.000000
0.923986	1.000000
0.002632	0.000000
0.999996	1.000000
0.510108	1.000000
1.000000	1.000000
0.951710	0.000000
1.000000	1.000000
0.012485	0.000000
1.000000	1.000000
0.999922	1.000000
0.000000	0.000000
0.999203	1.000000
1.000000	1.000000
0.950368	1.000000
0.491241	0.000000
1.000000	1.000000
0.313881	1.000000
0.004413	0.000000
0.000000	0.000000
0.000000	0.000000
0.000073	0.000000
0.000004	0.000000
1.000000	1.000000
0.000000	0.000000
0.999390	1.000000
0.011716	0.000000
1.000000	1.000000
0.000000	0.000000
0.999996	1.000000
0.000000	0.000000
1.000000	1.000000
0.003377	1.000000
0.000343	0.000000
0.000000	0.000000
0.001254	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.998707	0.000000
0.999962	1.000000
0.000549	0.000000
0.000000	0.000000
0.157295	0.000000
0.000014	0.000000
0.000001	0.000000
0.000014	0.000000
0.000009	1.000000
0.000000	0.000000
0.354757	0.000000
1.000000	1.000000
0.000002	0.000000
0.275244	0.000000
0.000000	0.000000
0.982845	1.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.038662	0.000000
0.890873	1.000000
0.000000	0.000000
0.989245	1.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.038929	1.000000
0.999982	0.000000
1.000000	1.000000
0.000030	0.000000
0.999406	1.000000
0.172209	0.000000
0.999690	1.000000
0.000000	0.000000
0.999997	0.000000
0.000337	0.000000
0.000351	0.000000
0.000001	0.000000
0.973772	0.000000
0.307624	1.000000
0.999997	0.000000
0.999998	1.000000
0.000000	0.000000
0.000056	0.000000
0.007839	0.000000
1.000000	0.000000
1.000000	1.000000
0.000000	0.000000
0.999997	1.000000
0.940478	1.000000
0.000000	0.000000
0.000000	1.000000
0.000428	0.000000
0.000000	0.000000
0.000085	0.000000
1.000000	1.000000
0.000000	0.000000
0.000000	0.000000
0.984451	0.000000
0.007258	0.000000
0.001012	0.000000
0.000000	0.000000
0.999997	1.000000
0.099071	0.000000
0.179830	0.000000
0.000000	0.000000
0.000000	0.000000
0.999861	1.000000
0.999998	0.000000
0.916842	0.000000
0.999996	1.000000
0.002977	0.000000
0.632432	0.000000
0.000012	0.000000
0.040479	0.000000
0.996935	0.000000
0.000000	0.000000
0.000000	0.000000
0.040021	1.000000
0.999942	1.000000
0.404478	0.000000
0.942846	0.000000
0.963607	1.000000
1.000000	1.000000
0.000015	0.000000
0.000000	0.000000
1.000000	1.000000
0.000000	1.000000
0.000001	0.000000
0.239198	0.000000
0.996092	1.000000
0.007908	0.000000
1.000000	1.000000
