Prob	Label
0.694543	0.0
0.000609	0.0
0.999742	1.0
0.470659	1.0
0.904537	1.0
0.221281	0.0
0.060780	0.0
0.308489	0.0
0.099314	1.0
0.972762	1.0
0.005266	0.0
0.851812	0.0
0.968043	1.0
0.111151	0.0
0.262664	0.0
0.984614	1.0
0.000597	0.0
0.203554	0.0
0.006190	0.0
0.159544	1.0
0.622325	0.0
0.129067	0.0
0.958464	1.0
0.000187	0.0
0.708305	1.0
0.048950	1.0
0.580649	0.0
0.000111	0.0
0.916233	1.0
0.038581	0.0
0.006991	0.0
0.518323	0.0
0.017873	0.0
0.068729	0.0
0.333906	1.0
0.993595	1.0
0.995358	1.0
0.040936	0.0
0.959126	0.0
0.000631	0.0
0.000404	0.0
0.973720	1.0
0.012912	0.0
0.000175	0.0
0.974832	1.0
0.997464	1.0
0.050078	0.0
0.958861	1.0
0.056107	0.0
0.025347	0.0
0.005585	0.0
0.088299	0.0
0.737774	1.0
0.953802	1.0
0.015516	0.0
0.985149	1.0
0.442142	0.0
0.293235	0.0
0.630716	1.0
0.395772	1.0
0.317692	0.0
0.891168	0.0
0.240195	1.0
0.977529	1.0
0.681778	0.0
0.210062	0.0
0.397715	0.0
0.033110	0.0
0.234197	0.0
0.144601	0.0
0.349424	0.0
0.000904	0.0
0.986502	1.0
0.073517	0.0
0.992718	1.0
0.089587	0.0
0.001412	0.0
0.969290	1.0
0.992210	1.0
0.999409	1.0
0.995205	1.0
0.505896	1.0
0.497284	0.0
0.006759	0.0
0.023995	0.0
0.026599	0.0
0.128048	0.0
0.047065	0.0
0.010552	0.0
0.890842	1.0
0.279397	1.0
0.203650	0.0
0.000001	0.0
0.927505	0.0
0.998462	1.0
0.999967	1.0
0.003862	0.0
0.865338	1.0
0.101473	0.0
0.012465	0.0
0.066769	0.0
0.000358	0.0
0.004207	0.0
0.364887	0.0
0.343074	1.0
0.045756	0.0
0.000135	0.0
0.000136	0.0
0.332606	1.0
0.088153	0.0
0.387207	0.0
0.000002	0.0
0.999094	1.0
0.913019	1.0
0.698772	1.0
0.403260	0.0
0.108043	0.0
0.075102	0.0
0.000394	0.0
0.011845	0.0
0.057226	0.0
0.540494	1.0
0.997431	1.0
0.667123	1.0
0.805750	1.0
0.632588	0.0
0.823750	1.0
0.332477	0.0
0.595348	1.0
0.999858	1.0
0.580411	1.0
0.529212	1.0
0.987330	1.0
0.912286	1.0
0.999618	1.0
0.000006	0.0
0.999731	1.0
0.869585	0.0
0.027094	0.0
0.613710	1.0
0.160243	0.0
0.206628	0.0
0.000194	0.0
0.004140	0.0
0.995081	1.0
0.944607	1.0
0.018509	0.0
0.024733	0.0
0.035960	0.0
0.999459	1.0
0.686414	1.0
0.051460	0.0
0.008648	0.0
0.001100	0.0
0.998405	1.0
0.981851	1.0
0.013453	0.0
0.293759	0.0
0.085971	1.0
0.080115	1.0
0.440776	0.0
0.361546	1.0
0.938777	1.0
0.234885	0.0
0.179132	0.0
0.049617	0.0
0.327014	0.0
0.043994	0.0
0.346391	0.0
0.119048	0.0
0.008012	0.0
0.162923	0.0
0.072774	0.0
0.002158	0.0
0.988135	1.0
0.000003	0.0
0.990596	1.0
0.136695	0.0
0.713673	1.0
0.000000	0.0
0.001907	0.0
0.159972	0.0
0.983379	1.0
0.999986	1.0
0.956752	1.0
0.000490	0.0
0.999974	0.0
0.999997	1.0
0.998173	1.0
0.622951	0.0
0.995005	1.0
0.007896	0.0
0.976371	1.0
0.951542	1.0
0.693500	1.0
0.028914	1.0
0.999965	1.0
0.324166	0.0
0.449386	1.0
0.165916	0.0
0.051683	0.0
0.055218	0.0
0.002929	0.0
0.044223	0.0
0.973535	1.0
0.084923	0.0
0.978152	1.0
0.031521	0.0
0.615048	1.0
0.156036	0.0
0.864675	1.0
0.996846	1.0
0.999926	1.0
0.001028	0.0
0.000411	0.0
0.269553	0.0
0.900670	0.0
0.107581	0.0
0.003326	0.0
0.048195	0.0
0.083524	0.0
0.000550	0.0
0.329510	0.0
0.000001	0.0
0.395559	0.0
0.139288	1.0
0.999338	1.0
0.970433	0.0
0.017891	0.0
0.087865	0.0
0.000009	0.0
0.637942	1.0
0.504600	0.0
0.948639	1.0
0.954052	1.0
0.991218	1.0
0.995422	1.0
0.779815	1.0
0.956717	1.0
0.999999	1.0
0.084763	0.0
0.000103	0.0
0.382121	0.0
0.134139	0.0
0.000994	0.0
0.000016	0.0
0.975600	1.0
0.033173	0.0
0.000000	0.0
0.981160	1.0
0.357819	1.0
0.905625	0.0
0.974833	0.0
0.136252	0.0
0.983856	0.0
0.015494	0.0
0.815334	1.0
0.093225	0.0
0.004749	1.0
0.793248	1.0
1.000000	1.0
0.053663	0.0
0.949960	0.0
0.259136	1.0
0.485122	0.0
0.333367	0.0
0.615744	0.0
0.941422	1.0
0.003970	0.0
0.840072	0.0
0.999385	1.0
0.197762	0.0
0.015568	0.0
0.998202	1.0
0.932590	1.0
0.869754	0.0
0.005833	0.0
0.992158	1.0
0.440783	1.0
0.030586	1.0
0.975148	1.0
0.027661	0.0
0.745486	1.0
0.424016	1.0
0.856235	1.0
0.000261	0.0
0.002823	1.0
0.048352	0.0
0.368112	1.0
0.276429	0.0
0.999848	1.0
0.110789	0.0
0.856396	1.0
0.296379	1.0
0.976840	1.0
0.000001	0.0
0.803609	1.0
0.139486	0.0
0.947531	1.0
0.000000	0.0
0.999361	1.0
0.050075	0.0
0.190048	1.0
0.068252	0.0
0.000132	0.0
0.007638	0.0
0.872859	1.0
0.001918	0.0
0.921604	1.0
0.999981	1.0
0.703693	0.0
0.999449	1.0
0.845052	0.0
0.792401	1.0
0.637695	0.0
0.107220	0.0
0.298819	1.0
0.999840	1.0
0.261903	0.0
0.991866	0.0
0.991848	1.0
0.914476	0.0
0.135648	0.0
0.015465	0.0
0.999883	1.0
0.952549	1.0
0.733489	0.0
0.247674	1.0
0.007864	0.0
0.999383	1.0
0.864868	1.0
0.997708	1.0
0.800734	0.0
0.999858	1.0
0.488937	0.0
0.004883	0.0
0.999389	1.0
0.627590	1.0
0.999060	1.0
0.000000	0.0
0.989995	1.0
0.534380	1.0
0.860771	1.0
0.983718	1.0
0.110726	0.0
0.800907	1.0
0.708039	0.0
0.861063	1.0
0.926351	1.0
0.013084	0.0
0.952004	1.0
0.963208	1.0
0.045655	0.0
0.727801	0.0
0.257058	0.0
0.952964	1.0
0.634213	0.0
0.081332	0.0
0.999937	1.0
0.440687	0.0
0.160961	1.0
0.001101	0.0
0.956426	1.0
0.987439	1.0
0.949879	1.0
0.031800	0.0
0.999979	1.0
0.249341	0.0
0.991572	1.0
0.586170	0.0
0.536090	0.0
0.000000	0.0
0.000060	0.0
0.998046	1.0
0.000001	0.0
0.000113	0.0
0.993403	1.0
0.985800	1.0
0.000182	0.0
0.213223	1.0
0.788910	0.0
0.195836	1.0
0.652753	1.0
0.002523	0.0
0.999916	1.0
0.864570	1.0
0.647217	0.0
0.000186	0.0
0.988316	1.0
0.987690	1.0
0.017979	0.0
0.865738	0.0
0.068711	0.0
0.220706	0.0
0.000040	0.0
0.000248	0.0
0.000001	0.0
0.466378	0.0
0.948854	1.0
0.000004	0.0
0.001074	0.0
0.005466	0.0
0.860788	0.0
0.562686	0.0
0.329644	0.0
0.000002	0.0
0.934871	1.0
0.999998	1.0
0.978755	0.0
0.336555	0.0
0.800425	1.0
0.130984	0.0
0.434325	0.0
0.034072	1.0
0.988925	1.0
0.946944	1.0
0.000012	0.0
0.695454	1.0
0.005928	0.0
0.011888	0.0
0.986642	1.0
0.957793	1.0
0.039094	0.0
0.025278	0.0
0.690236	1.0
0.066134	0.0
0.000268	0.0
0.364396	1.0
0.000001	0.0
0.147472	1.0
0.999998	1.0
0.005355	0.0
0.060382	0.0
0.013784	0.0
0.001415	0.0
0.037433	0.0
0.286994	0.0
0.920331	1.0
0.999985	1.0
0.983635	1.0
0.993209	1.0
0.006051	0.0
0.057421	0.0
0.012217	0.0
0.000093	0.0
0.001792	0.0
0.337158	0.0
0.344788	0.0
0.144629	0.0
0.014596	0.0
0.977692	0.0
0.002193	0.0
0.456757	0.0
0.068779	0.0
0.857786	1.0
0.838553	1.0
0.000005	0.0
0.999006	1.0
0.955084	1.0
0.215015	0.0
0.000056	0.0
0.822480	1.0
0.072773	0.0
0.943731	1.0
0.999987	1.0
0.718433	1.0
0.723541	1.0
0.000092	0.0
0.068767	0.0
0.001096	0.0
0.316942	0.0
0.003395	0.0
0.173273	0.0
0.124785	0.0
0.997515	1.0
0.950265	1.0
0.044800	0.0
0.062575	0.0
0.852253	1.0
0.641890	0.0
0.998142	1.0
0.014944	0.0
0.000656	0.0
0.753398	1.0
0.632012	1.0
0.005615	0.0
0.965919	0.0
0.005861	0.0
0.728147	1.0
0.278166	0.0
0.996428	1.0
0.466515	1.0
0.434743	0.0
0.020868	0.0
0.007833	0.0
0.000017	0.0
0.992507	1.0
0.000349	0.0
0.045368	0.0
0.959777	1.0
0.697599	1.0
0.041093	0.0
0.985409	1.0
0.552111	1.0
0.983219	1.0
0.000000	0.0
0.457007	0.0
0.534377	0.0
0.533543	1.0
0.921973	1.0
0.003144	0.0
0.998542	1.0
0.045076	1.0
0.548555	0.0
0.005874	0.0
0.013459	0.0
0.980477	1.0
0.029194	0.0
0.033779	0.0
0.999951	1.0
0.075407	0.0
0.479122	0.0
0.001691	0.0
0.760216	1.0
0.278644	0.0
0.341275	0.0
0.426027	0.0
0.052337	0.0
0.997678	1.0
0.993376	1.0
0.042770	0.0
0.000000	0.0
0.868758	0.0
0.997714	1.0
0.063255	0.0
0.767453	0.0
0.131649	0.0
0.002681	0.0
0.999899	1.0
0.270700	0.0
0.000022	0.0
0.353168	1.0
0.271355	0.0
0.989799	1.0
0.048484	0.0
0.421516	0.0
0.000937	0.0
0.196846	1.0
0.732198	0.0
0.279070	0.0
0.000836	0.0
0.982153	1.0
0.034469	0.0
0.974983	1.0
0.009485	0.0
0.996794	1.0
0.012142	1.0
0.231990	1.0
0.472586	0.0
0.008916	0.0
0.665290	0.0
0.002396	0.0
0.690638	1.0
0.985332	1.0
0.696600	0.0
0.000063	0.0
0.999245	1.0
0.999961	1.0
0.081359	0.0
0.051148	1.0
0.000431	0.0
0.944817	1.0
0.084994	0.0
0.053530	0.0
1.000000	1.0
0.457918	1.0
0.156765	0.0
0.894185	1.0
0.662879	1.0
0.658770	1.0
0.002422	0.0
0.455795	0.0
0.540512	1.0
0.005792	0.0
0.723392	1.0
0.986427	1.0
0.695816	0.0
0.518175	0.0
0.616865	1.0
0.271574	0.0
0.415070	1.0
0.207084	0.0
0.062369	0.0
0.061902	0.0
0.013373	0.0
0.000155	0.0
0.926612	1.0
0.260455	1.0
0.449594	0.0
0.986205	1.0
0.375134	0.0
0.184766	0.0
0.001623	0.0
0.913516	0.0
0.004844	0.0
0.029111	0.0
0.182648	0.0
0.000009	0.0
0.992405	1.0
0.931986	1.0
0.609716	1.0
0.693788	1.0
0.198108	1.0
0.999982	1.0
0.016124	0.0
0.011591	0.0
0.990380	1.0
0.999985	1.0
0.045628	0.0
0.707691	1.0
0.660235	1.0
0.982982	1.0
0.952572	1.0
0.465102	0.0
0.144788	0.0
0.009285	0.0
0.999990	1.0
0.000000	0.0
0.993892	1.0
0.045017	0.0
0.259863	0.0
0.000174	0.0
0.407194	1.0
0.151624	1.0
0.027698	0.0
0.967864	1.0
0.014255	0.0
0.012590	0.0
0.039915	1.0
0.004358	0.0
0.031730	0.0
0.320270	0.0
0.009866	0.0
0.000010	0.0
0.014443	0.0
0.895349	1.0
0.813905	0.0
0.714492	0.0
0.102869	1.0
0.250236	0.0
0.015806	0.0
0.451370	1.0
0.000784	0.0
0.044417	0.0
0.714796	1.0
0.000066	0.0
0.917661	0.0
0.992720	1.0
0.993121	1.0
0.267892	0.0
0.000003	0.0
0.336384	0.0
0.740553	0.0
0.000007	0.0
0.999419	1.0
0.028613	0.0
0.080398	0.0
0.983395	1.0
0.000700	0.0
0.161409	0.0
0.868613	1.0
0.867116	1.0
0.019438	1.0
0.895591	1.0
0.974003	1.0
0.047075	0.0
0.000243	0.0
0.882857	1.0
0.736398	1.0
0.860413	1.0
0.495263	1.0
0.000002	0.0
0.995735	1.0
0.975183	1.0
0.999909	1.0
0.897455	1.0
0.999028	1.0
0.631585	0.0
0.000917	0.0
0.985532	1.0
0.646918	1.0
0.336464	0.0
0.001031	0.0
0.812991	1.0
0.622978	1.0
0.482875	1.0
0.140797	0.0
0.984790	1.0
0.327852	0.0
0.008506	0.0
0.926281	1.0
0.916625	0.0
0.021383	1.0
0.002386	0.0
0.170878	0.0
0.037400	1.0
0.202104	0.0
0.029825	0.0
0.000791	0.0
0.921247	1.0
0.998554	1.0
0.004937	0.0
0.184437	0.0
0.045613	0.0
0.999988	1.0
0.116551	0.0
0.005022	0.0
0.000045	0.0
0.582249	1.0
0.920749	0.0
0.988916	1.0
0.000000	0.0
0.973745	1.0
0.000002	0.0
0.003075	0.0
0.078967	0.0
0.003614	0.0
0.006411	0.0
0.007480	1.0
0.991030	1.0
0.280038	0.0
0.483580	1.0
0.932587	1.0
0.000144	0.0
0.057866	0.0
0.830998	1.0
0.777023	1.0
0.655546	1.0
0.997858	1.0
0.000483	0.0
0.855825	1.0
0.013667	0.0
0.637988	1.0
0.005513	0.0
0.147697	0.0
0.979700	1.0
0.999126	1.0
0.282674	0.0
0.912586	1.0
0.021964	0.0
0.000334	0.0
0.999852	1.0
0.246833	0.0
0.021500	0.0
0.483440	0.0
0.351302	0.0
0.724911	0.0
0.110928	0.0
0.000667	0.0
1.000000	1.0
0.735834	1.0
0.003314	0.0
0.209496	0.0
0.406699	0.0
0.316090	0.0
0.014238	0.0
0.327327	0.0
0.902007	1.0
0.015633	0.0
0.014053	0.0
0.000654	0.0
1.000000	1.0
0.067047	0.0
0.042499	1.0
0.000368	0.0
0.000237	0.0
0.999890	1.0
0.863116	1.0
0.000186	0.0
0.813989	1.0
0.728116	1.0
0.834962	0.0
0.217646	0.0
1.000000	1.0
0.947187	1.0
0.086579	0.0
0.479274	0.0
0.000780	0.0
0.176971	0.0
0.782372	1.0
0.382320	1.0
0.071910	0.0
0.027670	0.0
0.067871	0.0
0.965919	1.0
0.088706	0.0
0.224242	0.0
0.743421	1.0
0.997968	1.0
0.999819	1.0
0.041861	0.0
0.340682	0.0
0.732102	1.0
0.970304	1.0
0.008820	0.0
0.252670	0.0
0.000638	0.0
0.022517	0.0
0.979363	1.0
0.156277	0.0
0.099140	0.0
0.004823	0.0
0.663915	1.0
0.727273	0.0
0.137282	0.0
0.955914	0.0
0.331017	0.0
0.990590	1.0
0.005698	0.0
0.594958	1.0
0.972485	1.0
0.001252	0.0
0.627745	0.0
0.997537	1.0
0.044010	0.0
0.038476	0.0
0.378325	1.0
0.101516	1.0
0.015591	0.0
0.950918	1.0
0.944270	1.0
0.906429	1.0
0.692030	1.0
0.000034	0.0
0.162339	1.0
0.256287	0.0
0.828549	1.0
0.776351	0.0
0.122890	0.0
0.795646	0.0
0.166595	1.0
0.107839	0.0
0.001764	0.0
0.907012	0.0
0.000002	0.0
0.000001	0.0
0.000047	0.0
0.030589	0.0
0.141256	1.0
0.999999	1.0
0.000166	0.0
0.168490	0.0
0.081685	0.0
0.485507	1.0
0.002105	0.0
0.288135	0.0
0.311968	0.0
0.901095	1.0
0.331459	1.0
0.065078	0.0
0.998364	1.0
0.957659	0.0
0.279751	1.0
0.513240	0.0
0.595741	0.0
0.991186	1.0
0.994192	1.0
0.981049	1.0
0.921885	1.0
0.140121	0.0
0.994604	1.0
0.000107	0.0
0.999891	1.0
0.001954	0.0
0.992121	1.0
0.000014	0.0
0.473282	1.0
0.000002	0.0
0.012235	0.0
0.396076	0.0
0.177492	0.0
0.963885	1.0
0.781323	1.0
0.999999	1.0
0.372908	0.0
0.186629	0.0
0.002118	0.0
0.384346	0.0
0.366260	1.0
0.919836	0.0
0.084900	0.0
0.012973	0.0
0.123282	0.0
0.885481	0.0
0.325641	0.0
0.538154	0.0
0.023347	0.0
0.984042	1.0
0.497854	0.0
0.927674	1.0
0.460500	1.0
0.982925	1.0
0.146240	0.0
0.613309	0.0
0.001278	0.0
0.721711	1.0
0.048876	0.0
0.594507	1.0
0.781571	1.0
0.327892	0.0
0.000273	0.0
0.008264	0.0
0.946641	0.0
0.219010	0.0
0.921650	1.0
0.977667	1.0
0.039076	0.0
0.988606	1.0
0.015242	0.0
0.293727	0.0
0.070214	1.0
0.018147	0.0
0.135339	1.0
0.738281	0.0
0.347381	0.0
0.213632	0.0
0.003742	0.0
0.973211	1.0
0.825965	1.0
0.057617	1.0
0.302160	0.0
0.999992	1.0
0.383197	0.0
0.000023	0.0
0.999949	1.0
0.288749	0.0
0.009751	0.0
0.390018	1.0
0.319858	0.0
0.991438	1.0
0.020143	0.0
0.009430	0.0
0.011377	0.0
0.000083	0.0
0.980530	1.0
0.984936	1.0
0.000278	0.0
0.130145	1.0
0.950959	1.0
0.384436	0.0
0.951531	1.0
0.667616	1.0
0.879231	0.0
0.079236	0.0
0.678751	0.0
0.398118	1.0
0.965909	0.0
0.000002	0.0
0.999984	1.0
0.001933	0.0
0.975767	1.0
0.865702	1.0
0.039340	1.0
0.285879	0.0
0.109112	0.0
0.999997	1.0
0.711949	0.0
0.999988	1.0
0.008574	0.0
0.925536	0.0
0.931098	1.0
0.147345	0.0
0.374474	0.0
0.142074	0.0
0.997067	1.0
0.730389	1.0
0.559940	1.0
0.000672	0.0
0.999708	1.0
0.821311	0.0
0.000006	0.0
0.957969	1.0
0.977505	1.0
0.328878	0.0
0.010714	0.0
0.687361	0.0
0.523472	0.0
0.000485	0.0
0.992273	1.0
0.000011	0.0
0.971692	0.0
0.999950	1.0
0.000115	0.0
0.678208	1.0
0.283046	0.0
0.021563	0.0
0.999984	1.0
0.453158	0.0
0.999981	1.0
0.059478	0.0
0.646711	1.0
0.996723	1.0
0.136911	0.0
0.525622	1.0
0.024410	0.0
0.998503	1.0
0.124444	0.0
0.999974	1.0
0.089761	0.0
0.001125	0.0
0.176954	0.0
0.190272	1.0
0.000604	0.0
0.915462	1.0
0.999563	1.0
0.114677	0.0
0.008417	0.0
0.865895	1.0
0.058663	0.0
0.013754	0.0
0.809090	1.0
0.943268	0.0
0.909366	1.0
0.959061	1.0
0.997916	1.0
0.986572	1.0
0.903490	1.0
0.994634	1.0
0.998219	1.0
0.000326	0.0
0.000019	0.0
0.964499	1.0
0.929544	1.0
0.211303	0.0
0.983506	1.0
0.002652	0.0
0.164239	0.0
0.024983	0.0
0.004056	0.0
0.000000	0.0
0.981406	1.0
0.966814	0.0
0.092744	0.0
0.057835	0.0
0.009288	0.0
0.993372	0.0
0.997293	1.0
0.604964	0.0
0.149218	0.0
0.736756	1.0
0.131921	0.0
0.525570	1.0
0.072954	0.0
1.000000	1.0
0.185987	0.0
0.594227	0.0
0.000104	0.0
0.252283	0.0
0.412350	1.0
0.988026	1.0
0.939607	1.0
0.991697	1.0
0.268246	0.0
0.052828	0.0
0.013030	0.0
0.765706	1.0
1.000000	1.0
0.012215	0.0
0.997593	1.0
0.227440	0.0
0.588427	1.0
0.000015	0.0
0.001886	0.0
0.999646	1.0
0.000015	0.0
0.000122	0.0
0.004746	0.0
0.997848	1.0
0.029913	0.0
0.000125	1.0
0.440976	1.0
0.000339	0.0
0.982897	0.0
0.956892	1.0
0.486150	0.0
0.000004	0.0
0.038232	0.0
0.142854	0.0
0.984064	1.0
0.144498	1.0
0.001375	0.0
0.977208	1.0
0.435176	0.0
0.990500	1.0
0.999995	1.0
0.190382	0.0
0.994651	1.0
0.046565	0.0
0.973228	0.0
0.998554	1.0
0.381954	1.0
0.999950	1.0
0.000052	0.0
0.612621	1.0
0.002320	0.0
0.885671	0.0
0.000170	0.0
0.013148	0.0
0.050646	0.0
0.081229	0.0
0.891322	1.0
0.000883	0.0
1.000000	1.0
0.652262	0.0
0.300533	0.0
0.978093	1.0
0.984175	1.0
0.112808	0.0
0.015599	0.0
0.986930	1.0
0.000975	0.0
0.245344	1.0
0.021611	0.0
0.961911	1.0
0.089167	0.0
0.807125	1.0
0.634910	1.0
0.214103	0.0
0.769063	1.0
0.000000	0.0
0.482017	0.0
0.992820	1.0
0.000000	0.0
0.223069	0.0
0.885539	0.0
0.049781	0.0
0.000000	0.0
0.703291	1.0
0.614395	0.0
0.003580	0.0
0.143946	0.0
0.987952	1.0
0.007453	0.0
0.964331	1.0
0.999315	1.0
0.125769	0.0
0.996348	1.0
0.281734	1.0
0.094197	0.0
0.013011	0.0
0.815615	0.0
0.000200	0.0
0.999999	1.0
0.001975	0.0
0.005210	0.0
0.036435	0.0
0.058283	0.0
0.001363	0.0
0.725243	1.0
1.000000	1.0
0.367302	0.0
0.470089	0.0
0.015346	0.0
0.000022	0.0
0.999976	1.0
0.378769	0.0
0.995470	1.0
0.983732	1.0
0.909698	1.0
0.998488	1.0
0.009194	0.0
0.000000	0.0
0.977740	1.0
0.972576	1.0
0.260783	0.0
0.000957	0.0
0.258600	1.0
1.000000	1.0
0.309832	0.0
0.990674	1.0
0.406098	0.0
0.619601	1.0
0.991802	1.0
0.259272	0.0
0.837799	1.0
0.000000	0.0
0.078552	0.0
0.000143	0.0
0.059299	1.0
0.541158	0.0
0.000016	0.0
0.000108	0.0
0.480068	1.0
0.089371	0.0
0.996217	1.0
0.000777	0.0
0.986898	0.0
0.012386	0.0
0.032945	0.0
0.996921	1.0
0.404032	0.0
0.009837	0.0
0.917895	1.0
0.006454	0.0
0.826877	1.0
0.178408	0.0
0.007122	0.0
0.000030	0.0
0.097863	0.0
0.997562	1.0
0.806691	1.0
0.503379	1.0
0.992067	1.0
0.923142	0.0
0.035571	0.0
0.970641	1.0
0.993953	1.0
0.474691	1.0
0.991014	1.0
0.975219	1.0
0.026680	0.0
0.999931	1.0
0.868066	1.0
0.160300	0.0
0.958961	1.0
0.025330	0.0
0.000035	0.0
0.417313	0.0
0.932219	1.0
0.003126	0.0
0.097297	0.0
0.240704	0.0
0.001479	0.0
0.002384	0.0
0.172286	0.0
0.545847	0.0
0.988991	1.0
0.128566	0.0
0.998669	1.0
0.000238	0.0
0.980785	1.0
0.152070	0.0
0.746829	1.0
0.000008	0.0
0.167880	1.0
0.499935	0.0
0.433974	0.0
0.048608	0.0
0.997627	1.0
0.983260	1.0
0.999766	1.0
0.968342	1.0
0.000083	0.0
0.999047	1.0
0.928015	1.0
0.007379	0.0
0.098700	1.0
0.948395	1.0
0.039465	0.0
0.636755	1.0
0.045083	0.0
0.722805	1.0
0.009677	0.0
0.000006	0.0
0.342489	0.0
0.285619	0.0
0.000300	0.0
0.327451	1.0
0.999557	1.0
0.009960	0.0
0.097477	0.0
0.994361	1.0
0.098589	0.0
0.004816	0.0
0.701182	1.0
0.000472	0.0
0.196068	0.0
0.054894	0.0
0.374625	1.0
0.850675	1.0
0.002135	0.0
0.926619	1.0
0.052650	0.0
0.006814	0.0
0.914224	1.0
0.423767	0.0
0.519214	1.0
0.000251	0.0
0.806145	0.0
0.000547	0.0
0.013947	0.0
0.540784	1.0
0.546046	0.0
0.634758	1.0
0.993818	1.0
0.993407	1.0
0.000007	0.0
0.717794	1.0
0.999711	1.0
0.764882	1.0
0.988615	1.0
0.000223	0.0
0.000004	0.0
0.999694	1.0
0.979279	1.0
0.000027	0.0
0.000000	0.0
0.855156	1.0
0.999390	1.0
0.000715	0.0
0.008570	0.0
0.113397	0.0
0.006178	0.0
0.861589	1.0
0.003873	0.0
0.985044	1.0
0.830432	0.0
0.838874	1.0
0.192134	1.0
0.000405	0.0
0.777251	0.0
0.924270	1.0
0.827037	1.0
0.012318	0.0
0.222341	0.0
0.142021	0.0
0.993627	1.0
0.999777	1.0
0.073567	0.0
0.999947	1.0
0.986375	1.0
0.436685	0.0
0.654603	0.0
0.005151	0.0
0.887311	0.0
0.199940	1.0
0.313899	0.0
0.199428	0.0
0.050475	0.0
0.010067	0.0
0.261873	0.0
0.006663	0.0
0.022774	1.0
0.137335	0.0
0.992620	1.0
0.074552	0.0
0.960280	1.0
0.309392	1.0
0.116761	0.0
0.059305	0.0
0.570758	1.0
0.000063	0.0
0.403142	0.0
0.999915	1.0
0.023624	0.0
0.000003	0.0
0.969140	1.0
0.999993	1.0
0.000040	0.0
0.231882	0.0
0.023072	0.0
0.000004	0.0
0.996849	1.0
0.068444	0.0
0.006943	0.0
0.730031	1.0
0.346003	0.0
0.961122	1.0
0.918513	0.0
0.999777	1.0
0.006385	0.0
0.000000	0.0
0.096844	0.0
0.527995	1.0
0.000004	0.0
0.139245	0.0
0.986902	0.0
0.839382	0.0
0.000004	0.0
0.107204	0.0
0.846371	1.0
0.006778	0.0
0.008700	0.0
0.143528	0.0
0.534062	0.0
0.009985	1.0
0.378457	0.0
0.946291	1.0
0.156347	0.0
0.951382	1.0
0.934282	1.0
0.388522	1.0
0.029295	0.0
0.560711	0.0
0.045547	1.0
0.000487	0.0
0.001832	0.0
0.000170	0.0
0.510458	1.0
0.891720	1.0
0.855013	1.0
0.445272	0.0
0.003889	0.0
0.435948	0.0
0.000098	0.0
0.143514	0.0
0.067800	0.0
0.000508	0.0
0.315008	0.0
0.018745	0.0
0.747827	0.0
0.999979	1.0
1.000000	1.0
0.916124	1.0
0.604031	1.0
0.939090	0.0
0.007457	0.0
0.977813	1.0
0.000067	0.0
0.711212	1.0
0.144802	0.0
0.019657	0.0
0.033343	0.0
0.999901	1.0
0.049394	0.0
0.633340	0.0
